ID,ant,alpha,beta,rho,elite,limit,distance
15,100,0,7,0.8,0.6,1000,3336
16,100,0,7,0.8,0.6,1000,3323
17,100,0,7,0.8,0.6,1000,3323
18,100,0,7,0.8,0.6,1000,3336
19,100,0,7,0.8,0.6,1000,3346
20,100,0,7,0.8,0.6,1000,3323
21,100,0,7,0.8,0.6,1000,3346
22,100,0,7,0.8,0.6,1000,3336
23,100,0,7,0.8,0.6,1000,3336
24,100,0,7,0.8,0.6,1000,3336
25,100,0,7,0.8,0.6,1000,3336
26,100,0,7,0.8,0.6,1000,3323
27,100,0,7,0.8,0.6,1000,3336
28,100,0,7,0.8,0.6,1000,3346
29,100,0,7,0.8,0.6,1000,3336
,100,0,7,0.8,0.6,1000,3336
0,100,0,8,0.8,0.6,1000,3336
1,100,0,8,0.8,0.6,1000,3336
2,100,0,8,0.8,0.6,1000,3336
3,100,0,8,0.8,0.6,1000,3336
4,100,0,8,0.8,0.6,1000,3336
5,100,0,8,0.8,0.6,1000,3336
6,100,0,8,0.8,0.6,1000,3346
7,100,0,8,0.8,0.6,1000,3346
8,100,0,8,0.8,0.6,1000,3336
9,100,0,8,0.8,0.6,1000,3336
10,100,0,8,0.8,0.6,1000,3336
11,100,0,8,0.8,0.6,1000,3336
12,100,0,8,0.8,0.6,1000,3346
13,100,0,8,0.8,0.6,1000,3336
14,100,0,8,0.8,0.6,1000,3346
15,100,0,8,0.8,0.6,1000,3336
16,100,0,8,0.8,0.6,1000,3336
17,100,0,8,0.8,0.6,1000,3336
18,100,0,8,0.8,0.6,1000,3346
19,100,0,8,0.8,0.6,1000,3336
20,100,0,8,0.8,0.6,1000,3336
21,100,0,8,0.8,0.6,1000,3336
22,100,0,8,0.8,0.6,1000,3323
23,100,0,8,0.8,0.6,1000,3346
24,100,0,8,0.8,0.6,1000,3336
25,100,0,8,0.8,0.6,1000,3336
26,100,0,8,0.8,0.6,1000,3336
27,100,0,8,0.8,0.6,1000,3346
28,100,0,8,0.8,0.6,1000,3346
29,100,0,8,0.8,0.6,1000,3371
,100,0,8,0.8,0.6,1000,3339
0,100,0,9,0.8,0.6,1000,3369
1,100,0,9,0.8,0.6,1000,3369
2,100,0,9,0.8,0.6,1000,3323
3,100,0,9,0.8,0.6,1000,3346
4,100,0,9,0.8,0.6,1000,3336
5,100,0,9,0.8,0.6,1000,3369
6,100,0,9,0.8,0.6,1000,3346
7,100,0,9,0.8,0.6,1000,3371
8,100,0,9,0.8,0.6,1000,3346
9,100,0,9,0.8,0.6,1000,3371
10,100,0,9,0.8,0.6,1000,3336
11,100,0,9,0.8,0.6,1000,3346
12,100,0,9,0.8,0.6,1000,3336
13,100,0,9,0.8,0.6,1000,3346
14,100,0,9,0.8,0.6,1000,3359
15,100,0,9,0.8,0.6,1000,3336
16,100,0,9,0.8,0.6,1000,3346
17,100,0,9,0.8,0.6,1000,3346
18,100,0,9,0.8,0.6,1000,3336
19,100,0,9,0.8,0.6,1000,3336
20,100,0,9,0.8,0.6,1000,3359
21,100,0,9,0.8,0.6,1000,3369
22,100,0,9,0.8,0.6,1000,3346
23,100,0,9,0.8,0.6,1000,3359
24,100,0,9,0.8,0.6,1000,3336
25,100,0,9,0.8,0.6,1000,3369
26,100,0,9,0.8,0.6,1000,3336
27,100,0,9,0.8,0.6,1000,3346
28,100,0,9,0.8,0.6,1000,3369
29,100,0,9,0.8,0.6,1000,3346
,100,0,9,0.8,0.6,1000,3350
0,100,7,7,0.8,0.6,1000,3336
1,100,7,7,0.8,0.6,1000,3336
2,100,7,7,0.8,0.6,1000,3336
3,100,7,7,0.8,0.6,1000,3323
4,100,7,7,0.8,0.6,1000,3336
5,100,7,7,0.8,0.6,1000,3323
6,100,7,7,0.8,0.6,1000,3323
7,100,7,7,0.8,0.6,1000,3346
8,100,7,7,0.8,0.6,1000,3323
9,100,7,7,0.8,0.6,1000,3336
10,100,7,7,0.8,0.6,1000,3336
11,100,7,7,0.8,0.6,1000,3336
12,100,7,7,0.8,0.6,1000,3336
13,100,7,7,0.8,0.6,1000,3323
14,100,7,7,0.8,0.6,1000,3323
15,100,7,7,0.8,0.6,1000,3323
16,100,7,7,0.8,0.6,1000,3323
17,100,7,7,0.8,0.6,1000,3336
18,100,7,7,0.8,0.6,1000,3336
19,100,7,7,0.8,0.6,1000,3336
20,100,7,7,0.8,0.6,1000,3336
21,100,7,7,0.8,0.6,1000,3336
22,100,7,7,0.8,0.6,1000,3336
23,100,7,7,0.8,0.6,1000,3336
24,100,7,7,0.8,0.6,1000,3323
25,100,7,7,0.8,0.6,1000,3336
26,100,7,7,0.8,0.6,1000,3346
27,100,7,7,0.8,0.6,1000,3346
28,100,7,7,0.8,0.6,1000,3336
29,100,7,7,0.8,0.6,1000,3346
,100,7,7,0.8,0.6,1000,3333
0,100,7,8,0.8,0.6,1000,3336
1,100,7,8,0.8,0.6,1000,3336
2,100,7,8,0.8,0.6,1000,3336
3,100,7,8,0.8,0.6,1000,3346
4,100,7,8,0.8,0.6,1000,3336
5,100,7,8,0.8,0.6,1000,3346
6,100,7,8,0.8,0.6,1000,3346
7,100,7,8,0.8,0.6,1000,3336
8,100,7,8,0.8,0.6,1000,3346
9,100,7,8,0.8,0.6,1000,3336
10,100,7,8,0.8,0.6,1000,3369
11,100,7,8,0.8,0.6,1000,3346
12,100,7,8,0.8,0.6,1000,3336
13,100,7,8,0.8,0.6,1000,3336
14,100,7,8,0.8,0.6,1000,3336
15,100,7,8,0.8,0.6,1000,3346
16,100,7,8,0.8,0.6,1000,3336
17,100,7,8,0.8,0.6,1000,3346
18,100,7,8,0.8,0.6,1000,3346
19,100,7,8,0.8,0.6,1000,3336
20,100,7,8,0.8,0.6,1000,3336
21,100,7,8,0.8,0.6,1000,3359
22,100,7,8,0.8,0.6,1000,3336
23,100,7,8,0.8,0.6,1000,3346
24,100,7,8,0.8,0.6,1000,3336
25,100,7,8,0.8,0.6,1000,3346
26,100,7,8,0.8,0.6,1000,3323
27,100,7,8,0.8,0.6,1000,3346
28,100,7,8,0.8,0.6,1000,3336
29,100,7,8,0.8,0.6,1000,3336
,100,7,8,0.8,0.6,1000,3341
0,100,7,9,0.8,0.6,1000,3346
1,100,7,9,0.8,0.6,1000,3346
2,100,7,9,0.8,0.6,1000,3346
3,100,7,9,0.8,0.6,1000,3369
4,100,7,9,0.8,0.6,1000,3336
5,100,7,9,0.8,0.6,1000,3346
6,100,7,9,0.8,0.6,1000,3359
7,100,7,9,0.8,0.6,1000,3371
8,100,7,9,0.8,0.6,1000,3336
9,100,7,9,0.8,0.6,1000,3336
10,100,7,9,0.8,0.6,1000,3346
11,100,7,9,0.8,0.6,1000,3336
12,100,7,9,0.8,0.6,1000,3346
13,100,7,9,0.8,0.6,1000,3359
14,100,7,9,0.8,0.6,1000,3336
15,100,7,9,0.8,0.6,1000,3336
16,100,7,9,0.8,0.6,1000,3346
17,100,7,9,0.8,0.6,1000,3323
18,100,7,9,0.8,0.6,1000,3336
19,100,7,9,0.8,0.6,1000,3336
20,100,7,9,0.8,0.6,1000,3346
21,100,7,9,0.8,0.6,1000,3371
22,100,7,9,0.8,0.6,1000,3336
23,100,7,9,0.8,0.6,1000,3336
24,100,7,9,0.8,0.6,1000,3359
25,100,7,9,0.8,0.6,1000,3371
26,100,7,9,0.8,0.6,1000,3346
27,100,7,9,0.8,0.6,1000,3346
28,100,7,9,0.8,0.6,1000,3336
29,100,7,9,0.8,0.6,1000,3346
,100,7,9,0.8,0.6,1000,3346
0,200,0,7,0.8,0.6,1000,3336
1,200,0,7,0.8,0.6,1000,3336
2,200,0,7,0.8,0.6,1000,3336
3,200,0,7,0.8,0.6,1000,3336
4,200,0,7,0.8,0.6,1000,3323
5,200,0,7,0.8,0.6,1000,3336
6,200,0,7,0.8,0.6,1000,3323
7,200,0,7,0.8,0.6,1000,3323
8,200,0,7,0.8,0.6,1000,3336
9,200,0,7,0.8,0.6,1000,3323
10,200,0,7,0.8,0.6,1000,3336
11,200,0,7,0.8,0.6,1000,3336
12,200,0,7,0.8,0.6,1000,3336
13,200,0,7,0.8,0.6,1000,3336
14,200,0,7,0.8,0.6,1000,3336
15,200,0,7,0.8,0.6,1000,3323
16,200,0,7,0.8,0.6,1000,3323
17,200,0,7,0.8,0.6,1000,3323
18,200,0,7,0.8,0.6,1000,3323
19,200,0,7,0.8,0.6,1000,3336
20,200,0,7,0.8,0.6,1000,3336
21,200,0,7,0.8,0.6,1000,3336
22,200,0,7,0.8,0.6,1000,3336
23,200,0,7,0.8,0.6,1000,3336
24,200,0,7,0.8,0.6,1000,3336
25,200,0,7,0.8,0.6,1000,3323
26,200,0,7,0.8,0.6,1000,3323
27,200,0,7,0.8,0.6,1000,3323
28,200,0,7,0.8,0.6,1000,3323
29,200,0,7,0.8,0.6,1000,3323
,200,0,7,0.8,0.6,1000,3330
0,200,0,8,0.8,0.6,1000,3336
1,200,0,8,0.8,0.6,1000,3336
2,200,0,8,0.8,0.6,1000,3336
3,200,0,8,0.8,0.6,1000,3336
4,200,0,8,0.8,0.6,1000,3336
5,200,0,8,0.8,0.6,1000,3346
6,200,0,8,0.8,0.6,1000,3336
7,200,0,8,0.8,0.6,1000,3336
8,200,0,8,0.8,0.6,1000,3323
9,200,0,8,0.8,0.6,1000,3336
10,200,0,8,0.8,0.6,1000,3336
11,200,0,8,0.8,0.6,1000,3323
12,200,0,8,0.8,0.6,1000,3346
13,200,0,8,0.8,0.6,1000,3336
14,200,0,8,0.8,0.6,1000,3336
15,200,0,8,0.8,0.6,1000,3336
16,200,0,8,0.8,0.6,1000,3336
17,200,0,8,0.8,0.6,1000,3323
18,200,0,8,0.8,0.6,1000,3346
19,200,0,8,0.8,0.6,1000,3336
20,200,0,8,0.8,0.6,1000,3336
21,200,0,8,0.8,0.6,1000,3346
22,200,0,8,0.8,0.6,1000,3336
23,200,0,8,0.8,0.6,1000,3323
24,200,0,8,0.8,0.6,1000,3336
25,200,0,8,0.8,0.6,1000,3323
26,200,0,8,0.8,0.6,1000,3346
27,200,0,8,0.8,0.6,1000,3336
28,200,0,8,0.8,0.6,1000,3336
29,200,0,8,0.8,0.6,1000,3336
,200,0,8,0.8,0.6,1000,3335
0,200,0,9,0.8,0.6,1000,3336
1,200,0,9,0.8,0.6,1000,3346
2,200,0,9,0.8,0.6,1000,3336
3,200,0,9,0.8,0.6,1000,3346
4,200,0,9,0.8,0.6,1000,3336
5,200,0,9,0.8,0.6,1000,3346
6,200,0,9,0.8,0.6,1000,3346
7,200,0,9,0.8,0.6,1000,3336
8,200,0,9,0.8,0.6,1000,3336
9,200,0,9,0.8,0.6,1000,3336
10,200,0,9,0.8,0.6,1000,3336
11,200,0,9,0.8,0.6,1000,3336
12,200,0,9,0.8,0.6,1000,3346
13,200,0,9,0.8,0.6,1000,3336
14,200,0,9,0.8,0.6,1000,3336
15,200,0,9,0.8,0.6,1000,3346
16,200,0,9,0.8,0.6,1000,3346
17,200,0,9,0.8,0.6,1000,3323
18,200,0,9,0.8,0.6,1000,3336
19,200,0,9,0.8,0.6,1000,3323
20,200,0,9,0.8,0.6,1000,3323
21,200,0,9,0.8,0.6,1000,3336
22,200,0,9,0.8,0.6,1000,3346
23,200,0,9,0.8,0.6,1000,3323
24,200,0,9,0.8,0.6,1000,3323
25,200,0,9,0.8,0.6,1000,3336
26,200,0,9,0.8,0.6,1000,3336
27,200,0,9,0.8,0.6,1000,3346
28,200,0,9,0.8,0.6,1000,3346
29,200,0,9,0.8,0.6,1000,3336
,200,0,9,0.8,0.6,1000,3337
0,200,7,7,0.8,0.6,1000,3323
1,200,7,7,0.8,0.6,1000,3323
2,200,7,7,0.8,0.6,1000,3323
3,200,7,7,0.8,0.6,1000,3323
4,200,7,7,0.8,0.6,1000,3336
5,200,7,7,0.8,0.6,1000,3323
6,200,7,7,0.8,0.6,1000,3323
7,200,7,7,0.8,0.6,1000,3336
8,200,7,7,0.8,0.6,1000,3336
9,200,7,7,0.8,0.6,1000,3323
10,200,7,7,0.8,0.6,1000,3323
11,200,7,7,0.8,0.6,1000,3336
12,200,7,7,0.8,0.6,1000,3323
13,200,7,7,0.8,0.6,1000,3336
14,200,7,7,0.8,0.6,1000,3336
15,200,7,7,0.8,0.6,1000,3336
16,200,7,7,0.8,0.6,1000,3336
17,200,7,7,0.8,0.6,1000,3336
18,200,7,7,0.8,0.6,1000,3323
19,200,7,7,0.8,0.6,1000,3336
20,200,7,7,0.8,0.6,1000,3336
21,200,7,7,0.8,0.6,1000,3336
22,200,7,7,0.8,0.6,1000,3323
23,200,7,7,0.8,0.6,1000,3323
24,200,7,7,0.8,0.6,1000,3336
25,200,7,7,0.8,0.6,1000,3323
26,200,7,7,0.8,0.6,1000,3336
27,200,7,7,0.8,0.6,1000,3336
28,200,7,7,0.8,0.6,1000,3323
29,200,7,7,0.8,0.6,1000,3336
,200,7,7,0.8,0.6,1000,3329
0,200,7,8,0.8,0.6,1000,3336
1,200,7,8,0.8,0.6,1000,3336
2,200,7,8,0.8,0.6,1000,3323
3,200,7,8,0.8,0.6,1000,3323
4,200,7,8,0.8,0.6,1000,3346
5,200,7,8,0.8,0.6,1000,3336
6,200,7,8,0.8,0.6,1000,3323
7,200,7,8,0.8,0.6,1000,3336
8,200,7,8,0.8,0.6,1000,3323
9,200,7,8,0.8,0.6,1000,3336
10,200,7,8,0.8,0.6,1000,3336
11,200,7,8,0.8,0.6,1000,3346
12,200,7,8,0.8,0.6,1000,3336
13,200,7,8,0.8,0.6,1000,3323
14,200,7,8,0.8,0.6,1000,3336
15,200,7,8,0.8,0.6,1000,3336
16,200,7,8,0.8,0.6,1000,3336
17,200,7,8,0.8,0.6,1000,3336
18,200,7,8,0.8,0.6,1000,3346
19,200,7,8,0.8,0.6,1000,3323
20,200,7,8,0.8,0.6,1000,3336
21,200,7,8,0.8,0.6,1000,3336
22,200,7,8,0.8,0.6,1000,3336
23,200,7,8,0.8,0.6,1000,3323
24,200,7,8,0.8,0.6,1000,3346
25,200,7,8,0.8,0.6,1000,3336
26,200,7,8,0.8,0.6,1000,3336
27,200,7,8,0.8,0.6,1000,3346
28,200,7,8,0.8,0.6,1000,3336
29,200,7,8,0.8,0.6,1000,3336
,200,7,8,0.8,0.6,1000,3334
0,200,7,9,0.8,0.6,1000,3336
1,200,7,9,0.8,0.6,1000,3336
2,200,7,9,0.8,0.6,1000,3346
3,200,7,9,0.8,0.6,1000,3346
4,200,7,9,0.8,0.6,1000,3346
5,200,7,9,0.8,0.6,1000,3336
6,200,7,9,0.8,0.6,1000,3336
7,200,7,9,0.8,0.6,1000,3346
8,200,7,9,0.8,0.6,1000,3323
9,200,7,9,0.8,0.6,1000,3336
10,200,7,9,0.8,0.6,1000,3336
11,200,7,9,0.8,0.6,1000,3336
12,200,7,9,0.8,0.6,1000,3323
13,200,7,9,0.8,0.6,1000,3336
14,200,7,9,0.8,0.6,1000,3336
15,200,7,9,0.8,0.6,1000,3336
16,200,7,9,0.8,0.6,1000,3346
17,200,7,9,0.8,0.6,1000,3346
18,200,7,9,0.8,0.6,1000,3336
19,200,7,9,0.8,0.6,1000,3336
20,200,7,9,0.8,0.6,1000,3346
